frame,num_atoms,num_adsorbates,count_As,count_Al,count_Re,count_Co,count_H,count_Si,count_Pt,count_Ti,count_S,count_Te,count_Ca,count_K,count_Se,count_V,count_Zr,count_Ge,count_Mn,count_Bi,count_Sn,count_Ga,count_N,count_Au,count_Hf,count_C,count_O,count_Fe,count_Cs,count_Cl,count_Tc,count_Sc,count_Ni,count_Ta,count_In,count_Ir,count_Rh,count_Os,count_Mo,count_Nb,count_Cr,count_Ag,count_Rb,count_Y,count_Sb,count_Sr,count_Pb,count_Cu,count_Pd,count_Tl,count_Na,count_P,count_Hg,count_Cd,count_Zn,count_Ru,count_W,count_B
3928,2701,176,16.0,188.0,0.0,0.0,83,96.0,86.0,44.0,182.0,32.0,42.0,8.0,48.0,12.0,16.0,20.0,48.0,0.0,0.0,66.0,129,36.0,136.0,58,35,40.0,0.0,168.0,0.0,36.0,54.0,80.0,48.0,72.0,64.0,0.0,32.0,72.0,18.0,74.0,8.0,24.0,40.0,52.0,58.0,44.0,24.0,40.0,48.0,40.0,40.0,34.0,54.0,56.0,0.0,0.0
3929,2968,231,152.0,62.0,36.0,76.0,146,42.0,64.0,114.0,88.0,56.0,68.0,64.0,284.0,45.0,4.0,0.0,0.0,50.0,104.0,93.0,98,16.0,60.0,42,43,0.0,10.0,64.0,16.0,30.0,215.0,0.0,32.0,0.0,12.0,0.0,0.0,72.0,10.0,0.0,0.0,0.0,96.0,48.0,42.0,16.0,100.0,0.0,90.0,96.0,16.0,0.0,164.0,32.0,0.0,0.0
3930,2747,197,21.0,56.0,48.0,60.0,98,16.0,56.0,86.0,292.0,140.0,24.0,40.0,36.0,40.0,52.0,156.0,0.0,24.0,16.0,124.0,47,56.0,64.0,53,46,0.0,0.0,64.0,20.0,88.0,32.0,36.0,36.0,6.0,110.0,0.0,72.0,64.0,0.0,0.0,24.0,28.0,26.0,24.0,32.0,16.0,32.0,56.0,90.0,124.0,16.0,0.0,52.0,48.0,0.0,0.0
3931,3119,206,76.0,137.0,0.0,0.0,106,70.0,156.0,200.0,138.0,100.0,40.0,72.0,108.0,18.0,24.0,104.0,0.0,0.0,28.0,216.0,67,0.0,56.0,56,44,96.0,16.0,8.0,48.0,12.0,96.0,0.0,32.0,0.0,72.0,0.0,32.0,16.0,52.0,0.0,0.0,48.0,72.0,14.0,56.0,24.0,170.0,18.0,48.0,96.0,46.0,32.0,60.0,72.0,67.0,0.0
3932,2852,272,89.0,40.0,48.0,92.0,169,16.0,81.0,88.0,198.0,96.0,32.0,6.0,64.0,48.0,112.0,120.0,36.0,0.0,106.0,0.0,64,0.0,16.0,56,47,0.0,48.0,112.0,0.0,112.0,0.0,68.0,56.0,0.0,24.0,0.0,90.0,54.0,36.0,0.0,44.0,24.0,100.0,118.0,0.0,40.0,0.0,88.0,28.0,52.0,40.0,0.0,57.0,28.0,9.0,0.0
3933,3075,313,0.0,184.0,32.0,48.0,203,68.0,32.0,101.0,266.0,134.0,108.0,9.0,80.0,80.0,32.0,0.0,0.0,0.0,0.0,224.0,13,56.0,24.0,67,43,0.0,38.0,36.0,0.0,52.0,24.0,18.0,52.0,0.0,0.0,0.0,0.0,0.0,24.0,282.0,24.0,68.0,72.0,0.0,12.0,92.0,76.0,43.0,38.0,138.0,76.0,16.0,90.0,0.0,0.0,0.0
3934,2668,284,148.0,32.0,88.0,36.0,151,56.0,64.0,72.0,138.0,36.0,148.0,18.0,182.0,0.0,60.0,18.0,18.0,0.0,18.0,84.0,100,44.0,120.0,81,52,40.0,48.0,32.0,0.0,0.0,76.0,0.0,24.0,12.0,60.0,0.0,0.0,30.0,48.0,24.0,12.0,20.0,84.0,22.0,96.0,0.0,96.0,0.0,60.0,0.0,72.0,16.0,0.0,16.0,16.0,0.0
3935,3121,294,80.0,228.0,0.0,28.0,184,20.0,0.0,104.0,196.0,172.0,88.0,0.0,76.0,132.0,64.0,72.0,0.0,0.0,42.0,84.0,74,56.0,47.0,57,53,24.0,0.0,36.0,0.0,92.0,40.0,0.0,52.0,0.0,0.0,0.0,48.0,36.0,0.0,144.0,16.0,40.0,16.0,24.0,80.0,12.0,196.0,60.0,146.0,106.0,20.0,8.0,28.0,40.0,0.0,0.0
3936,3109,224,24.0,0.0,0.0,32.0,128,12.0,60.0,36.0,132.0,80.0,0.0,36.0,112.0,48.0,84.0,104.0,0.0,12.0,64.0,268.0,62,108.0,120.0,57,39,0.0,56.0,36.0,24.0,24.0,54.0,0.0,12.0,32.0,18.0,0.0,32.0,0.0,258.0,18.0,36.0,12.0,24.0,156.0,0.0,202.0,76.0,28.0,0.0,144.0,0.0,48.0,21.0,108.0,72.0,0.0
3937,3070,264,88.0,36.0,30.0,24.0,152,54.0,64.0,88.0,240.0,88.0,56.0,140.0,80.0,54.0,0.0,104.0,8.0,48.0,144.0,156.0,8,0.0,32.0,64,48,24.0,16.0,132.0,36.0,60.0,28.0,80.0,58.0,68.0,0.0,6.0,34.0,30.0,0.0,8.0,48.0,32.0,32.0,24.0,32.0,216.0,72.0,0.0,61.0,98.0,0.0,36.0,21.0,0.0,12.0,0.0
3938,2721,192,20.0,32.0,20.0,44.0,97,132.0,16.0,92.0,208.0,66.0,58.0,44.0,64.0,24.0,54.0,68.0,0.0,32.0,49.0,128.0,52,56.0,12.0,57,38,24.0,14.0,98.0,72.0,36.0,48.0,80.0,64.0,0.0,76.0,48.0,52.0,54.0,0.0,0.0,32.0,44.0,6.0,100.0,110.0,20.0,84.0,0.0,0.0,156.0,12.0,16.0,0.0,12.0,0.0,0.0
3939,3201,197,32.0,164.0,0.0,36.0,79,76.0,12.0,64.0,192.0,202.0,104.0,78.0,84.0,76.0,160.0,16.0,48.0,24.0,16.0,252.0,54,140.0,27.0,78,40,44.0,8.0,96.0,32.0,36.0,72.0,0.0,80.0,0.0,43.0,0.0,0.0,32.0,8.0,0.0,0.0,0.0,48.0,0.0,6.0,80.0,48.0,40.0,84.0,144.0,0.0,32.0,64.0,24.0,126.0,0.0
3940,2875,258,0.0,140.0,0.0,60.0,147,0.0,20.0,36.0,166.0,144.0,20.0,27.0,100.0,48.0,122.0,66.0,0.0,24.0,24.0,100.0,97,51.0,104.0,73,38,32.0,2.0,64.0,0.0,8.0,30.0,160.0,69.0,32.0,0.0,136.0,144.0,48.0,12.0,0.0,40.0,92.0,136.0,0.0,20.0,0.0,84.0,24.0,0.0,56.0,0.0,47.0,0.0,32.0,0.0,0.0
3941,2633,175,88.0,132.0,0.0,24.0,91,96.0,16.0,52.0,62.0,152.0,32.0,124.0,88.0,27.0,18.0,32.0,16.0,0.0,20.0,24.0,18,48.0,176.0,43,41,36.0,0.0,168.0,12.0,12.0,160.0,32.0,64.0,80.0,32.0,0.0,0.0,0.0,0.0,60.0,48.0,32.0,72.0,12.0,64.0,64.0,24.0,12.0,32.0,36.0,12.0,118.0,0.0,31.0,0.0,0.0
3942,2976,237,170.0,0.0,88.0,24.0,121,96.0,0.0,0.0,152.0,26.0,86.0,0.0,200.0,36.0,64.0,42.0,0.0,0.0,24.0,88.0,61,132.0,30.0,76,40,24.0,20.0,24.0,0.0,62.0,36.0,40.0,104.0,0.0,20.0,40.0,0.0,188.0,0.0,104.0,40.0,0.0,16.0,0.0,54.0,112.0,136.0,166.0,0.0,72.0,0.0,26.0,104.0,0.0,32.0,0.0
3943,2651,283,40.0,134.0,32.0,48.0,156,12.0,48.0,184.0,344.0,64.0,48.0,56.0,64.0,18.0,118.0,16.0,0.0,0.0,76.0,128.0,12,92.0,0.0,81,46,0.0,0.0,112.0,0.0,0.0,24.0,16.0,96.0,0.0,64.0,0.0,0.0,54.0,0.0,45.0,0.0,48.0,16.0,32.0,48.0,64.0,36.0,3.0,16.0,40.0,36.0,24.0,36.0,24.0,0.0,0.0
3944,2773,218,88.0,78.0,0.0,12.0,101,36.0,68.0,72.0,140.0,126.0,80.0,26.0,0.0,28.0,36.0,190.0,48.0,32.0,32.0,24.0,239,16.0,72.0,70,47,24.0,0.0,12.0,16.0,0.0,60.0,64.0,27.0,0.0,24.0,0.0,65.0,60.0,0.0,12.0,28.0,86.0,16.0,104.0,24.0,117.0,132.0,0.0,0.0,56.0,51.0,16.0,76.0,24.0,18.0,0.0
3945,3187,315,0.0,54.0,36.0,64.0,166,158.0,124.0,0.0,344.0,148.0,111.0,0.0,152.0,24.0,36.0,72.0,6.0,72.0,40.0,102.0,183,32.0,80.0,112,37,24.0,28.0,64.0,0.0,32.0,42.0,0.0,16.0,12.0,24.0,0.0,0.0,144.0,0.0,92.0,0.0,0.0,62.0,32.0,32.0,164.0,24.0,0.0,56.0,0.0,0.0,16.0,0.0,0.0,26.0,144.0
3946,2926,308,68.0,92.0,0.0,12.0,194,84.0,12.0,122.0,274.0,196.0,124.0,44.0,112.0,24.0,8.0,8.0,0.0,36.0,0.0,108.0,38,0.0,0.0,49,65,0.0,0.0,152.0,0.0,40.0,120.0,32.0,110.0,0.0,128.0,0.0,63.0,0.0,0.0,34.0,8.0,16.0,16.0,24.0,56.0,0.0,106.0,12.0,156.0,12.0,24.0,20.0,48.0,16.0,63.0,0.0
3947,2935,451,84.0,94.0,32.0,40.0,361,18.0,108.0,150.0,44.0,24.0,104.0,32.0,76.0,24.0,82.0,80.0,0.0,0.0,0.0,204.0,40,274.0,36.0,52,38,24.0,0.0,0.0,12.0,40.0,24.0,0.0,36.0,36.0,0.0,0.0,16.0,32.0,32.0,10.0,34.0,56.0,30.0,36.0,80.0,48.0,0.0,112.0,20.0,68.0,40.0,20.0,96.0,36.0,0.0,0.0
3948,2852,389,32.0,48.0,0.0,52.0,290,56.0,0.0,128.0,358.0,216.0,0.0,16.0,84.0,44.0,88.0,8.0,0.0,0.0,60.0,96.0,42,46.0,60.0,52,47,32.0,0.0,112.0,0.0,56.0,20.0,54.0,59.0,40.0,0.0,32.0,0.0,48.0,0.0,12.0,44.0,44.0,72.0,0.0,42.0,0.0,72.0,46.0,88.0,0.0,48.0,8.0,40.0,60.0,0.0,0.0
3949,2685,334,68.0,96.0,24.0,48.0,237,58.0,181.0,68.0,201.0,104.0,48.0,29.0,112.0,40.0,24.0,16.0,8.0,0.0,32.0,36.0,19,0.0,18.0,50,47,0.0,11.0,44.0,0.0,27.0,48.0,64.0,0.0,56.0,178.0,0.0,24.0,60.0,15.0,32.0,8.0,32.0,12.0,56.0,0.0,76.0,16.0,24.0,16.0,85.0,24.0,33.0,135.0,27.0,18.0,0.0
3950,2838,348,60.0,84.0,16.0,68.0,258,28.0,192.0,82.0,176.0,138.0,80.0,0.0,80.0,0.0,48.0,0.0,0.0,0.0,60.0,8.0,70,132.0,44.0,48,42,0.0,36.0,24.0,32.0,32.0,0.0,16.0,98.0,0.0,32.0,0.0,12.0,64.0,60.0,120.0,70.0,42.0,76.0,12.0,0.0,34.0,152.0,12.0,8.0,40.0,44.0,24.0,84.0,0.0,0.0,0.0
3951,2943,209,0.0,36.0,0.0,0.0,99,92.0,48.0,160.0,130.0,16.0,48.0,88.0,94.0,0.0,60.0,100.0,0.0,112.0,24.0,108.0,13,90.0,0.0,63,47,16.0,46.0,118.0,0.0,21.0,116.0,0.0,120.0,0.0,88.0,20.0,0.0,0.0,16.0,0.0,60.0,44.0,154.0,84.0,0.0,182.0,96.0,0.0,0.0,52.0,36.0,48.0,52.0,76.0,70.0,0.0
3952,2967,375,24.0,16.0,0.0,37.0,185,40.0,12.0,154.0,186.0,136.0,76.0,44.0,0.0,0.0,102.0,64.0,54.0,0.0,32.0,206.0,82,0.0,48.0,147,43,0.0,0.0,120.0,0.0,92.0,38.0,80.0,30.0,48.0,16.0,0.0,0.0,27.0,36.0,164.0,32.0,50.0,56.0,30.0,32.0,68.0,0.0,18.0,20.0,218.0,36.0,0.0,36.0,8.0,24.0,0.0
3953,2768,204,0.0,32.0,52.0,0.0,95,130.0,76.0,72.0,140.0,108.0,72.0,0.0,190.0,48.0,90.0,0.0,9.0,24.0,42.0,36.0,144,130.0,32.0,75,34,0.0,18.0,87.0,0.0,28.0,36.0,12.0,72.0,16.0,0.0,0.0,60.0,51.0,32.0,0.0,26.0,0.0,78.0,24.0,24.0,171.0,76.0,96.0,22.0,72.0,24.0,12.0,48.0,40.0,12.0,0.0
3954,2696,275,0.0,96.0,72.0,24.0,189,48.0,71.0,142.0,162.0,84.0,48.0,124.0,0.0,0.0,0.0,15.0,24.0,124.0,62.0,64.0,56,0.0,24.0,45,41,24.0,8.0,48.0,0.0,69.0,8.0,50.0,58.0,108.0,0.0,32.0,32.0,36.0,0.0,0.0,0.0,82.0,120.0,76.0,42.0,12.0,36.0,0.0,0.0,166.0,0.0,80.0,63.0,15.0,16.0,0.0
3955,3087,204,184.0,0.0,72.0,0.0,98,98.0,140.0,130.0,116.0,44.0,58.0,32.0,190.0,9.0,20.0,0.0,176.0,16.0,78.0,112.0,148,48.0,4.0,59,47,48.0,0.0,32.0,0.0,116.0,196.0,18.0,48.0,20.0,0.0,0.0,36.0,24.0,0.0,70.0,0.0,124.0,12.0,32.0,48.0,0.0,68.0,0.0,48.0,36.0,12.0,50.0,170.0,0.0,0.0,0.0
3956,3002,326,132.0,64.0,0.0,30.0,231,30.0,104.0,136.0,200.0,48.0,34.0,160.0,152.0,40.0,24.0,48.0,36.0,24.0,8.0,96.0,54,0.0,152.0,55,40,68.0,12.0,118.0,72.0,24.0,84.0,0.0,96.0,0.0,48.0,0.0,0.0,68.0,0.0,32.0,42.0,20.0,42.0,0.0,38.0,42.0,24.0,24.0,12.0,84.0,6.0,0.0,88.0,60.0,0.0,0.0
3957,3216,402,42.0,58.0,12.0,16.0,184,96.0,78.0,108.0,156.0,68.0,64.0,0.0,112.0,168.0,58.0,206.0,8.0,64.0,0.0,84.0,159,0.0,129.0,181,37,16.0,20.0,36.0,0.0,0.0,60.0,48.0,66.0,0.0,62.0,48.0,0.0,34.0,0.0,44.0,0.0,12.0,88.0,0.0,10.0,80.0,70.0,32.0,122.0,0.0,0.0,24.0,192.0,64.0,0.0,0.0
3958,3043,210,0.0,46.0,16.0,40.0,88,84.0,51.0,118.0,176.0,140.0,0.0,0.0,84.0,65.0,0.0,48.0,0.0,0.0,68.0,340.0,72,0.0,32.0,86,36,16.0,48.0,72.0,48.0,8.0,69.0,20.0,8.0,0.0,12.0,0.0,40.0,48.0,32.0,74.0,40.0,82.0,16.0,66.0,8.0,162.0,40.0,0.0,16.0,144.0,0.0,0.0,224.0,40.0,120.0,0.0
3959,3044,203,44.0,256.0,36.0,24.0,107,223.0,54.0,70.0,204.0,40.0,0.0,36.0,76.0,18.0,84.0,0.0,64.0,12.0,36.0,80.0,62,16.0,100.0,50,46,36.0,0.0,108.0,0.0,32.0,144.0,64.0,16.0,0.0,192.0,0.0,18.0,8.0,52.0,84.0,0.0,16.0,0.0,68.0,20.0,0.0,68.0,64.0,68.0,48.0,36.0,0.0,56.0,96.0,12.0,0.0
3960,2944,267,0.0,124.0,0.0,0.0,171,102.0,122.0,24.0,190.0,144.0,48.0,66.0,84.0,0.0,0.0,66.0,0.0,20.0,20.0,84.0,15,64.0,48.0,57,39,24.0,4.0,0.0,72.0,80.0,26.0,30.0,74.0,32.0,24.0,0.0,51.0,84.0,18.0,56.0,24.0,100.0,176.0,28.0,64.0,96.0,54.0,0.0,76.0,203.0,0.0,16.0,0.0,44.0,0.0,0.0
3961,2617,194,32.0,74.0,24.0,52.0,101,128.0,0.0,0.0,191.0,72.0,80.0,8.0,109.0,72.0,48.0,32.0,0.0,118.0,64.0,117.0,43,56.0,78.0,56,37,0.0,0.0,40.0,0.0,68.0,64.0,0.0,116.0,32.0,30.0,0.0,36.0,40.0,0.0,52.0,24.0,84.0,0.0,36.0,32.0,113.0,72.0,4.0,66.0,48.0,0.0,0.0,36.0,32.0,0.0,0.0
3962,2794,336,5.0,42.0,42.0,48.0,197,36.0,94.0,90.0,76.0,124.0,31.0,0.0,158.0,19.0,30.0,153.0,18.0,22.0,24.0,0.0,17,40.0,8.0,95,44,34.0,24.0,45.0,0.0,18.0,36.0,86.0,62.0,56.0,12.0,24.0,45.0,0.0,0.0,0.0,42.0,52.0,94.0,24.0,72.0,0.0,136.0,94.0,112.0,33.0,6.0,32.0,36.0,82.0,124.0,0.0
3963,2688,283,88.0,118.0,44.0,32.0,187,174.0,164.0,18.0,32.0,36.0,112.0,0.0,48.0,48.0,24.0,60.0,36.0,0.0,92.0,6.0,123,24.0,172.0,50,46,12.0,18.0,16.0,0.0,12.0,54.0,42.0,72.0,72.0,48.0,0.0,0.0,30.0,24.0,18.0,0.0,0.0,48.0,78.0,0.0,96.0,0.0,0.0,58.0,170.0,0.0,54.0,32.0,0.0,0.0,0.0
3964,2840,409,16.0,254.0,16.0,78.0,302,99.0,190.0,62.0,58.0,128.0,82.0,32.0,24.0,30.0,28.0,36.0,48.0,0.0,64.0,118.0,35,24.0,34.0,58,49,24.0,0.0,12.0,0.0,16.0,0.0,44.0,44.0,16.0,60.0,89.0,18.0,16.0,0.0,0.0,12.0,16.0,86.0,90.0,108.0,16.0,0.0,16.0,106.0,36.0,42.0,28.0,48.0,16.0,16.0,0.0
3965,3093,225,8.0,112.0,0.0,28.0,92,64.0,168.0,180.0,440.0,92.0,0.0,32.0,54.0,69.0,0.0,0.0,0.0,8.0,62.0,40.0,66,48.0,96.0,76,57,44.0,32.0,66.0,0.0,0.0,0.0,24.0,64.0,36.0,50.0,0.0,45.0,0.0,0.0,51.0,84.0,6.0,52.0,8.0,48.0,96.0,108.0,52.0,144.0,96.0,36.0,4.0,155.0,0.0,0.0,0.0
3966,2972,270,164.0,24.0,0.0,0.0,175,178.0,46.0,180.0,164.0,0.0,212.0,0.0,88.0,64.0,78.0,48.0,72.0,0.0,120.0,80.0,59,52.0,0.0,56,39,36.0,0.0,118.0,16.0,58.0,16.0,88.0,78.0,48.0,48.0,0.0,48.0,45.0,0.0,18.0,0.0,52.0,24.0,8.0,66.0,76.0,88.0,8.0,0.0,48.0,0.0,36.0,8.0,0.0,42.0,0.0
3967,2883,216,24.0,92.0,20.0,24.0,96,80.0,108.0,152.0,386.0,156.0,56.0,0.0,48.0,48.0,0.0,24.0,18.0,48.0,48.0,24.0,46,40.0,0.0,79,41,60.0,25.0,16.0,0.0,0.0,12.0,72.0,272.0,20.0,64.0,0.0,36.0,0.0,0.0,36.0,0.0,36.0,28.0,28.0,40.0,126.0,8.0,24.0,188.0,0.0,40.0,28.0,34.0,32.0,0.0,0.0
3968,3046,339,36.0,208.0,0.0,16.0,241,100.0,0.0,248.0,172.0,98.0,8.0,32.0,172.0,0.0,62.0,88.0,12.0,72.0,48.0,12.0,35,80.0,72.0,50,48,6.0,0.0,48.0,0.0,0.0,54.0,0.0,128.0,0.0,0.0,0.0,16.0,90.0,116.0,0.0,0.0,64.0,32.0,48.0,84.0,88.0,72.0,24.0,0.0,168.0,48.0,8.0,18.0,24.0,0.0,0.0
3969,2865,369,60.0,96.0,0.0,16.0,273,48.0,74.0,72.0,88.0,0.0,100.0,106.0,144.0,8.0,36.0,32.0,12.0,68.0,56.0,0.0,20,58.0,76.0,50,46,0.0,12.0,128.0,36.0,36.0,192.0,100.0,24.0,0.0,0.0,0.0,24.0,24.0,60.0,44.0,0.0,12.0,48.0,8.0,12.0,104.0,76.0,0.0,170.0,96.0,32.0,24.0,40.0,0.0,24.0,0.0
3970,3002,178,80.0,12.0,8.0,88.0,92,64.0,36.0,78.0,322.0,88.0,16.0,80.0,100.0,0.0,24.0,48.0,8.0,20.0,44.0,252.0,106,0.0,24.0,47,39,16.0,0.0,108.0,0.0,20.0,16.0,40.0,72.0,54.0,24.0,16.0,0.0,36.0,40.0,64.0,24.0,40.0,44.0,46.0,52.0,142.0,68.0,32.0,72.0,80.0,72.0,8.0,140.0,0.0,0.0,0.0
3971,2722,291,0.0,44.0,16.0,68.0,165,70.0,0.0,184.0,116.0,120.0,84.0,117.0,254.0,0.0,44.0,74.0,70.0,48.0,114.0,8.0,12,32.0,88.0,86,40,0.0,12.0,84.0,0.0,20.0,78.0,0.0,27.0,0.0,38.0,0.0,90.0,48.0,0.0,0.0,0.0,0.0,64.0,16.0,76.0,0.0,94.0,32.0,24.0,30.0,0.0,0.0,84.0,0.0,51.0,0.0
3972,2653,198,112.0,51.0,0.0,72.0,98,116.0,15.0,74.0,240.0,94.0,0.0,72.0,196.0,60.0,51.0,0.0,40.0,76.0,8.0,38.0,24,48.0,0.0,49,51,12.0,0.0,16.0,0.0,80.0,24.0,0.0,88.0,60.0,68.0,24.0,24.0,36.0,32.0,116.0,0.0,12.0,38.0,26.0,108.0,0.0,68.0,0.0,52.0,108.0,0.0,44.0,0.0,32.0,0.0,0.0
3973,3094,214,48.0,36.0,0.0,156.0,105,24.0,84.0,140.0,242.0,80.0,0.0,56.0,136.0,0.0,48.0,66.0,80.0,12.0,86.0,96.0,37,48.0,24.0,62,47,6.0,0.0,76.0,0.0,8.0,62.0,24.0,152.0,16.0,40.0,0.0,70.0,78.0,0.0,74.0,64.0,48.0,104.0,12.0,0.0,88.0,168.0,0.0,64.0,152.0,0.0,0.0,16.0,32.0,27.0,0.0
3974,2684,264,56.0,52.0,0.0,168.0,169,88.0,64.0,80.0,40.0,72.0,0.0,24.0,134.0,40.0,60.0,0.0,88.0,8.0,30.0,181.0,86,16.0,16.0,57,38,40.0,6.0,106.0,32.0,72.0,123.0,100.0,84.0,0.0,116.0,44.0,36.0,16.0,0.0,0.0,36.0,80.0,24.0,0.0,0.0,16.0,36.0,0.0,64.0,24.0,0.0,0.0,28.0,0.0,34.0,0.0
3975,2793,176,12.0,148.0,36.0,28.0,84,46.0,96.0,40.0,152.0,146.0,104.0,0.0,72.0,0.0,12.0,116.0,104.0,32.0,60.0,30.0,177,235.0,76.0,50,42,0.0,16.0,48.0,0.0,44.0,72.0,36.0,62.0,16.0,58.0,0.0,0.0,88.0,0.0,24.0,64.0,50.0,0.0,56.0,64.0,49.0,24.0,8.0,16.0,12.0,36.0,24.0,12.0,16.0,0.0,0.0
3976,2842,174,80.0,68.0,0.0,72.0,86,24.0,192.0,18.0,264.0,116.0,52.0,40.0,48.0,42.0,12.0,110.0,0.0,40.0,24.0,32.0,75,74.0,30.0,46,42,16.0,0.0,0.0,0.0,16.0,106.0,36.0,48.0,0.0,0.0,0.0,48.0,12.0,28.0,8.0,32.0,32.0,36.0,40.0,36.0,80.0,252.0,28.0,60.0,16.0,132.0,48.0,64.0,0.0,81.0,0.0
3977,3023,191,60.0,76.0,0.0,48.0,95,160.0,44.0,120.0,68.0,84.0,98.0,92.0,126.0,0.0,64.0,36.0,28.0,20.0,40.0,72.0,16,48.0,172.0,51,45,24.0,0.0,78.0,24.0,36.0,36.0,66.0,84.0,0.0,76.0,0.0,16.0,0.0,24.0,0.0,6.0,12.0,46.0,76.0,12.0,68.0,16.0,32.0,176.0,136.0,36.0,72.0,172.0,0.0,36.0,0.0
3978,2914,314,24.0,84.0,0.0,0.0,214,90.0,32.0,236.0,312.0,96.0,32.0,20.0,160.0,67.0,122.0,64.0,32.0,0.0,60.0,60.0,16,36.0,114.0,56,44,12.0,12.0,0.0,0.0,88.0,16.0,24.0,208.0,90.0,0.0,32.0,0.0,54.0,18.0,0.0,32.0,132.0,16.0,24.0,48.0,16.0,40.0,3.0,24.0,24.0,0.0,0.0,30.0,0.0,0.0,0.0
3979,2926,192,100.0,78.0,0.0,52.0,94,228.0,76.0,96.0,214.0,44.0,0.0,12.0,102.0,96.0,36.0,78.0,16.0,0.0,4.0,0.0,60,64.0,226.0,50,48,40.0,24.0,36.0,36.0,78.0,16.0,0.0,24.0,48.0,240.0,36.0,0.0,36.0,0.0,48.0,0.0,40.0,100.0,8.0,32.0,16.0,0.0,60.0,78.0,76.0,20.0,0.0,60.0,0.0,0.0,0.0
3980,3138,176,48.0,144.0,0.0,72.0,89,280.0,102.0,36.0,168.0,0.0,168.0,36.0,72.0,36.0,32.0,16.0,36.0,24.0,96.0,10.0,90,86.0,140.0,51,36,0.0,0.0,0.0,0.0,54.0,96.0,0.0,56.0,0.0,152.0,0.0,0.0,82.0,8.0,60.0,0.0,48.0,32.0,100.0,16.0,24.0,48.0,0.0,116.0,136.0,28.0,10.0,154.0,0.0,50.0,0.0
3981,2872,277,0.0,130.0,0.0,0.0,185,16.0,6.0,98.0,348.0,266.0,16.0,56.0,0.0,148.0,8.0,56.0,0.0,16.0,40.0,136.0,93,0.0,94.0,53,39,0.0,0.0,96.0,0.0,40.0,52.0,90.0,32.0,0.0,32.0,32.0,48.0,0.0,51.0,39.0,12.0,44.0,16.0,44.0,12.0,60.0,0.0,12.0,80.0,72.0,84.0,40.0,44.0,0.0,36.0,0.0
3982,2786,169,108.0,48.0,80.0,24.0,89,98.0,66.0,59.0,176.0,124.0,20.0,28.0,104.0,18.0,0.0,28.0,0.0,0.0,16.0,216.0,219,8.0,32.0,39,41,42.0,16.0,124.0,0.0,32.0,82.0,65.0,0.0,0.0,40.0,12.0,48.0,65.0,32.0,78.0,8.0,80.0,36.0,10.0,30.0,12.0,125.0,0.0,74.0,48.0,0.0,22.0,16.0,0.0,48.0,0.0
3983,2892,275,60.0,75.0,48.0,56.0,172,144.0,96.0,96.0,180.0,0.0,40.0,0.0,44.0,120.0,12.0,104.0,0.0,72.0,96.0,32.0,15,90.0,60.0,67,36,32.0,0.0,76.0,0.0,12.0,8.0,78.0,47.0,74.0,64.0,64.0,24.0,48.0,102.0,41.0,32.0,74.0,0.0,24.0,16.0,0.0,68.0,8.0,76.0,50.0,76.0,48.0,23.0,12.0,0.0,0.0
3984,3104,307,48.0,164.0,0.0,0.0,212,64.0,27.0,108.0,176.0,216.0,32.0,8.0,170.0,0.0,70.0,162.0,0.0,8.0,0.0,26.0,80,60.0,4.0,49,46,16.0,0.0,86.0,0.0,50.0,0.0,0.0,110.0,32.0,144.0,32.0,140.0,30.0,24.0,0.0,18.0,68.0,16.0,38.0,0.0,116.0,16.0,0.0,54.0,280.0,24.0,0.0,72.0,8.0,0.0,0.0
3985,3076,369,196.0,32.0,0.0,0.0,231,68.0,18.0,192.0,90.0,194.0,154.0,70.0,68.0,12.0,52.0,12.0,0.0,40.0,84.0,140.0,41,44.0,74.0,93,45,0.0,52.0,48.0,0.0,48.0,24.0,0.0,0.0,16.0,48.0,0.0,12.0,60.0,0.0,32.0,76.0,12.0,82.0,32.0,64.0,72.0,156.0,0.0,126.0,48.0,32.0,18.0,68.0,0.0,0.0,0.0
3986,2923,201,90.0,36.0,0.0,64.0,100,120.0,60.0,48.0,144.0,40.0,0.0,24.0,144.0,9.0,0.0,112.0,0.0,82.0,60.0,224.0,16,88.0,30.0,55,46,8.0,0.0,24.0,0.0,115.0,24.0,24.0,180.0,64.0,20.0,46.0,0.0,80.0,72.0,0.0,24.0,8.0,0.0,64.0,40.0,0.0,224.0,88.0,48.0,94.0,8.0,0.0,32.0,44.0,0.0,0.0
3987,2954,258,0.0,135.0,48.0,24.0,113,186.0,156.0,88.0,176.0,76.0,32.0,16.0,104.0,96.0,102.0,0.0,32.0,0.0,96.0,96.0,20,36.0,0.0,101,44,0.0,0.0,0.0,32.0,52.0,0.0,0.0,48.0,16.0,138.0,0.0,60.0,108.0,0.0,76.0,0.0,48.0,0.0,24.0,4.0,81.0,18.0,48.0,36.0,184.0,0.0,56.0,148.0,0.0,0.0,0.0
3988,2903,199,92.0,222.0,36.0,56.0,101,28.0,0.0,144.0,12.0,48.0,44.0,16.0,200.0,64.0,182.0,120.0,0.0,36.0,0.0,16.0,25,18.0,0.0,48,50,27.0,24.0,54.0,56.0,16.0,8.0,32.0,132.0,0.0,50.0,32.0,18.0,60.0,0.0,48.0,16.0,112.0,24.0,32.0,0.0,132.0,66.0,0.0,84.0,220.0,0.0,6.0,96.0,0.0,0.0,0.0
